,hhincome
70224,77890
70225,5000
70229,51231
70230,22586
70236,30170
70237,23142
70238,2000
70239,16045
70242,76006
70284,6800
70301,14833
70311,53617
70319,44650
70324,16440
70325,9985
70326,22200
70327,9444
70348,26443
70349,3
70359,19002
70389,166535
70401,29270
70402,14000
70416,34600
70419,100260
70423,70545
70432,150002
70450,35000
70462,33441
70463,15610
70475,17987
70482,50003
70488,60000
70489,164556
70497,19571
70502,14208
70503,19477
70504,18900
70525,100
70559,100
70560,50600
70565,22330
70573,160811
70583,10801
70594,46150
70614,18843
70615,24584
70616,10573
70617,10573
70618,14400
70619,40860
70622,24253
70638,14041
70656,9001
70674,46001
70687,29712
70695,84119
70696,73684
70697,19533
70698,137193
70699,120102
70700,31887
70701,24004
70711,12843
70712,20001
70722,40000
70728,75028
70790,14340
70800,20532
70801,20602
70802,16440
70827,90000
70843,10800
70850,50002
70851,12120
70866,100000
70874,33396
70885,84001
70895,81003
70903,16800
70904,24001
70918,63325
70927,26448
70944,66003
70958,16441
70977,32860
70978,53151
70979,142259
70980,43177
70981,4900
70982,12325
70985,23040
70989,90452
70993,46000
70994,126105
71013,16441
71027,11161
71028,22504
71035,45006
71036,17298
71041,46100
71050,109477
71058,35001
71062,23772
71066,32800
71069,12360
71081,63450
71091,42000
71113,189257
71125,13706
71130,32030
71131,14772
71141,75600
71144,36000
71161,10441
71162,19695
71173,52000
71196,67505
71223,25200
71237,45928
71238,52740
71239,79800
71240,42860
71243,63001
71244,14077
71245,21246
71246,70510
71250,13801
71251,28441
71254,56780
71261,49680
71269,68375
71301,152200
71309,220368
71334,20000
71342,30300
71343,41718
71344,76445
71353,15000
71354,12852
71361,31920
71378,43430
71381,18240
71417,34310
71418,99201
71419,1856
71424,17088
71427,17599
71441,48000
71449,0
71487,25002
71535,13000
71545,44000
71581,38200
71610,95042
71622,5525
71625,82630
71626,36001
71633,82630
71634,9000
71635,63002
71636,60001
71639,154019
71652,60636
71679,40000
71680,172645
71690,60210
71691,31400
71692,76931
71693,51275
71729,119002
71745,136549
71748,7000
71749,18500
71754,29297
71760,19486
71769,4572
71790,52001
71795,34500
71796,12
71811,9279
71819,40067
71839,80000
71840,63202
71847,2168
71850,21541
71853,55060
71854,51110
71872,205005
71873,33768
71880,104044
71895,14041
71896,15401
71897,26110
71898,29000
71904,135030
71905,12000
71906,1800
71909,0
71910,21000
71913,107012
71914,30089
71920,36480
71921,52005
71922,30100
71930,46401
71931,37000
71955,35000
71959,25708
71964,14040
71982,46263
71994,34313
72006,50000
72024,45293
72036,47165
72046,3300
72085,101066
72088,71000
72105,9600
72112,18192
72117,55190
72131,58042
72132,23200
72157,70000
72158,52600
72186,82964
72200,85503
72201,65000
72202,70000
72232,150072
72239,8
72240,45000
72264,120665
72268,50000
72273,100000
72274,175213
72275,87300
72276,89368
72304,8172
72311,101759
72317,77778
72332,18361
72335,60012
72351,2880
72356,18000
72366,14400
72367,84000
72368,24241
72369,12865
72373,29294
72384,17760
72385,11881
72402,7800
72406,200012
72407,13400
72436,0
72445,110001
72452,50000
72460,13560
72479,47057
72494,28340
72526,56766
72527,0
72534,44000
72552,60000
72555,44600
72556,56000
72571,47000
72583,16441
72591,15709
72600,101623
72607,0
72638,85210
72641,25000
72663,12841
72664,18576
72665,29000
72674,23600
72679,37562
72689,64416
72746,100013
72776,250000
72777,15962
72785,40706
72794,100000
72799,34094
72810,65000
72832,16441
72833,80000
72838,10393
72844,15745
72845,13249
72874,50000
72890,48000
72891,0
72905,22453
72942,11641
72946,11100
72980,9600
72989,0
73002,55000
73003,0
73017,0
73018,33000
73019,12157
73023,36000
73034,32001
73038,8760
73072,12133
73087,11641
73103,11400
73104,0
73114,96070
73117,85829
73118,48146
73119,13249
73120,6600
73121,0
73136,6000
73142,12950
73143,39001
73144,100000
73150,30503
73160,6000
73161,27310
73188,0
73196,14270
73197,15300
73198,16428
73207,10800
73228,80100
73240,18517
73256,28002
73272,26730
73291,2
73303,26545
73315,5801
73316,19051
73324,37445
73328,1100899
73331,33802
73332,76838
73341,15313
73376,86120
73399,0
73412,25057
73413,16441
73416,27195
73423,13002
73424,7308
73425,14485
73428,22441
73429,202495
73430,120013
73433,20081
73440,25811
73445,63853
73454,77396
73455,60055
73458,60100
73461,18767
73471,25020
73486,19092
73489,52035
73497,74651
73498,182600
73499,20203
73502,85276
73512,83233
73517,78042
73518,168350
73532,102004
73533,35013
73536,29950
73562,135910
73567,13980
73615,16442
73669,112111
73677,45600
73678,40011
73681,72030
73728,124621
73741,50000
73749,40005
73750,34005
73753,50001
73767,90048
73778,26470
73789,19726
73794,14760
73804,44700
73837,27241
73838,30847
73843,82840
73846,24048
73882,46057
73887,16441
73888,21892
73891,16800
73899,1100116
73912,8676
73919,200402
73924,28092
73937,11650
73969,1
73970,23926
73975,66027
73979,14760
73986,28900
73987,0
73988,0
73992,38389
73993,63824
73996,57325
74001,48055
74027,52133
74125,52676
74152,1
74155,25441
74156,0
74164,68300
74165,38530
74173,69516
74174,13441
74175,0
74178,144357
74179,30000
74180,24876
74190,35000
74230,19453
74231,16000
74232,50418
74233,37278
74236,34958
74237,38157
74247,51501
74248,125620
74259,109801
74270,20588
74277,16116
74280,55841
74288,19468
74294,52001
74356,50000
74378,12852
74379,65000
74380,76370
74381,13297
74382,30408
74394,83206
74397,206000
74405,0
74414,32000
74423,4393
74424,11820
74437,146000
74441,27880
74446,23448
74455,35000
74474,35000
74477,150000
74502,37890
74503,25000
74511,5801
74514,10000
74533,57007
74534,126005
74545,69424
74563,14000
74564,41354
74569,42000
74575,78000
74576,41001
74577,105775
74580,16801
74587,3500
74592,1000
74601,101000
74610,70000
74633,760
74651,70200
74660,63221
74661,18000
74676,14456
74692,65000
74693,38400
74696,1099999
74728,93202
74731,86000
74745,30000
74750,9240
74762,20041
74763,200100
74769,54000
74782,24000
74783,86381
74793,30990
74844,22000
74855,0
74864,26000
74865,15400
74877,41401
74878,39292
74879,75000
74892,120701
74896,21097
74987,26390
75022,15156
75033,75150
75034,42007
75035,37180
75038,4642
75041,27000
75042,83400
75060,32200
75063,25000
75064,142000
75080,48011
75081,100909
75105,18824
75123,41134
75126,39001
75127,16000
75147,50014
75157,41002
75214,11838
75220,26001
75221,17028
75222,55017
75247,80975
75250,28010
75258,65366
75259,22705
75260,60000
75263,44000
75269,42130
75272,59453
75275,21599
75276,18891
75290,94441
75291,50076
75296,34801
75299,410612
75300,26545
75301,68800
75302,153201
75307,25000
75308,65000
75313,32000
75323,15709
75327,15000
75332,0
75341,34809
75357,9644
75377,12842
75378,45978
75379,10801
75391,8556
75396,80001
75397,22082
75400,20041
75409,40001
75423,5459
75441,30240
75446,56127
75453,0
75454,75013
75469,43002
75474,138186
75475,48516
75505,73250
75531,16678
75570,33439
75575,102819
75576,16357
75581,48000
75584,19396
75592,29294
75596,69161
75618,18780
75619,32000
75647,34775
75648,14892
75659,33611
75660,85401
75661,40337
75716,8002
75723,90100
75726,25202
75739,50003
75754,48000
75767,160100
75790,205
75798,45001
75809,42041
75810,56100
75832,0
75841,50650
75894,13200
75923,30600
75926,66001
75927,37021
75932,13620
75937,35003
75938,45000
75948,2976
75949,17400
75955,21000
75963,0
75966,16456
75973,9600
75978,12500
75981,30500
75982,80550
75987,40010
75988,91581
75996,61800
75999,45010
76014,32110
76017,43005
76018,30000
76036,15025
76045,93505
76054,60000
76066,97500
76075,12841
76076,75000
76080,21650
76095,52590
76099,25933
76100,11777
76101,40000
76114,39244
76117,18004
76118,22020
76130,33961
76162,22801
76169,155000
76191,132002
76204,140002
76205,19946
76206,19092
76207,87313
76208,57613
76214,0
76241,43002
76244,93001
76245,55900
76249,94000
76250,78889
76251,12820
76252,44067
76253,60002
76261,40100
76268,60000
76276,61801
76277,44616
76281,24000
76292,95003
76299,18661
76300,17911
76303,200145
76304,21289
76307,110300
76337,144000
76341,50243
76359,12241
76373,72011
76381,55000
76401,0
76409,11846
76419,68021
76422,50000
76423,98001
76442,39101
76449,45001
76455,98001
76456,79000
76461,49751
76494,0
76495,10400
76496,10441
76497,24000
76502,162350
76508,900
76525,20000
76546,50001
76558,91002
76575,19141
76628,35401
76631,7063
76653,200218
76656,31441
76699,36000
76704,10968
76707,14449
76708,17042
76709,25379
76710,60012
76711,42005
76716,496
76717,31860
76721,59500
76724,0
76725,20000
76734,48011
76758,29285
76790,51272
76817,35307
76841,64000
76861,129160
76867,69516
76868,31184
76869,40066
76870,50241
76873,15348
76876,8541
76877,21120
76881,200198
76882,111673
76883,52780
76888,0
76889,30000
76896,5000
76906,11196
76907,39335
76908,75126
76909,56011
76917,136762
76918,95165
76934,32401
76937,36000
76943,42000
76948,31018
76953,80820
76954,20808
76972,67358
76973,58000
76977,23735
76982,23893
76992,11400
76995,14449
76996,80502
77014,138049
77015,21600
77016,37000
77017,95165
77023,65615
77042,37001
77079,26320
77103,36254
77104,0
77116,32542
77117,11302
77141,20468
77149,37620
77150,18168
77151,4826
77161,40000
77177,22009
77185,1105024
77189,18000
77200,25080
77238,40004
77245,23604
77246,47000
77247,28404
77248,33353
77249,30048
77269,7471
77270,48898
77281,14365
77282,13249
77283,8401
77284,21204
77285,16491
77304,58051
77309,100
77310,17760
77311,32028
77316,25512
77317,13764
77324,10968
77325,10248
77329,23641
77330,22800
77336,44000
77379,7070
77389,133122
77403,38004
77404,0
77409,12000
77419,18061
77425,20000
77426,10080
77441,34003
77442,13200
77480,23604
77483,46000
77491,46536
77522,1
77539,6600
77540,39001
77541,1
77542,4001
77582,17767
77588,28837
77589,75600
77590,63421
77591,451
77594,9348
77597,24287
77598,5760
77603,40814
77617,32771
77618,24000
77619,63115
77620,78944
77628,13728
77661,11400
77664,37500
77684,20833
77717,13020
77732,19056
77757,19541
77763,28441
77770,700
77782,47000
77808,24000
77831,26004
77849,83000
77868,27443
77869,86003
77872,42000
77887,301
77888,192400
77891,34279
77892,29641
77893,14342
77894,30114
77895,74435
77908,27443
77909,8521
77914,80000
77926,40000
77927,20120
77928,15015
77929,17256
77930,46464
77935,9000
77950,49812
77978,35490
78000,68001
78001,27000
78004,49200
78005,1400
78006,41354
78013,0
78034,29641
78039,129880
78040,45400
78067,83081
78084,18001
78085,25000
78086,36001
78089,500
78097,32505
78098,0
78149,32400
78150,77233
78153,50002
78166,10800
78169,47400
78175,225290
78176,62501
78179,70325
78180,16998
78185,30864
78186,75011
78187,31246
78188,47949
78189,72311
78198,15411
78212,82430
78215,37620
78218,79002
78229,30000
78230,16743
78244,75000
78276,18314
78309,92100
78342,25249
78343,21051
78344,21241
78374,64805
78397,110055
78398,52000
78406,31524
78417,32043
78420,35000
78421,39001
78427,152045
78434,45000
78439,55000
78440,22902
78445,10968
78446,20553
78449,19920
78450,50510
78451,75742
78470,60001
78473,17928
78490,33241
78495,65101
78506,40000
78507,14341
78508,37642
78509,32593
78537,71600
78550,32093
78551,20700
78552,81300
78555,38000
78592,91403
78602,18000
78603,94413
78634,120000
78647,44948
78648,15983
78678,17426
78679,45241
78682,125001
78705,18000
78712,11520
78719,55201
78725,994
78739,34810
78740,48000
78763,64980
78768,800000
78781,42841
78795,43452
78796,67674
78828,37000
78834,17054
78843,17568
78844,24906
78847,150004
78851,14376
78882,29676
78883,15600
78886,19189
78904,12066
78953,15985
78956,19898
78957,27000
78963,14391
78976,16488
78979,15501
78985,109318
78986,14340
78997,7500
79000,13002
79012,50000
79013,35010
79034,40000
79097,47100
79106,11052
79116,14820
79119,35340
79130,49001
79135,14073
79141,75395
79146,27272
79151,21252
79156,49800
79166,11629
79196,51756
79226,0
79227,60001
79228,50982
79236,19092
79239,32400
79249,70006
79254,33602
79259,40001
79268,26346
79271,50500
79274,37450
79277,120370
79278,30000
79286,136600
79294,35100
79299,97500
79300,16000
79306,16800
79320,22702
79321,28310
79322,50530
79323,20713
79338,55880
79354,84501
79362,16000
79380,44811
79385,63600
79389,77890
79390,51460
79399,37700
79433,45825
79447,62000
79454,0
79455,64110
79456,23213
79474,1
79499,19202
79527,15241
79540,12862
79543,25440
79559,10102
79560,72004
79563,46000
79564,39001
79612,98287
79613,87435
79618,52033
79637,160000
79677,104109
79705,89084
79713,65302
79714,30203
79717,151102
79718,58824
79721,51700
79745,1600
79746,20000
79747,35000
79754,18468
79768,26081
79769,14625
79770,36001
79771,14931
79775,24000
79776,13200
79779,22488
79786,14500
79806,76152
79810,198003
79840,31011
79846,120902
79868,1920
79869,56889
79872,40600
79873,105470
79874,45031
79906,22828
79907,13249
79913,12841
79914,2
79929,44642
79935,100006
79940,89138
79941,51252
79956,13680
79957,49139
79973,56282
79990,51141
79991,243917
79995,82178
80002,3726
80005,162091
80009,56000
80010,8574
80020,46451
80021,32205
80022,95006
80026,52210
80031,29031
80034,20761
80035,19005
80038,33254
80047,22706
80050,161402
80051,65010
80056,93000
80074,52010
80109,29001
80119,31205
80130,13200
80136,100806
80157,19782
80175,8000
80176,6720
80180,38000
80181,5076
80184,14041
80211,23482
80212,24000
80213,0
80224,150240
80239,84500
80242,12408
80243,12000
80244,13200
80245,66450
80250,11340
80251,11340
80252,8088
80253,52600
80259,37963
80267,75315
80273,14077
80274,40030
80275,143321
80279,0
80280,20400
80283,43000
80288,28441
80292,9768
80326,45000
80333,75022
80334,60000
80344,0
80347,32041
80355,132256
80377,37676
80378,51910
80402,0
80403,0
80412,58000
80413,84476
80438,62381
80439,11268
80443,33777
80448,69506
80449,20893
80450,3000
80451,13321
80452,22200
80463,40031
80464,48001
80469,50055
80491,50001
80492,52000
80493,596
80570,29000
80602,60012
80603,14086
80608,33241
80609,230401
80610,14400
80613,24308
80614,39248
80621,26042
80624,9151
80625,28225
80630,151500
80633,12181
80639,73112
80640,105395
80641,65156
80645,65010
80646,30147
80655,15243
80659,88826
80660,40016
80679,64722
80684,837390
80691,197571
80694,70000
80695,41639
80696,53602
80712,58840
80717,128060
80718,56424
80719,35096
80720,55190
80727,60724
80740,75113
80741,22945
80759,80
80778,7201
80779,20053
80780,22093
80783,123005
80790,34001
80791,79388
80795,36008
80828,8541
80833,58776
80864,55022
80936,22452
80946,60000
80975,150000
80985,12214
81012,70319
81013,49566
81014,30000
81040,16441
81047,6000
81055,35000
81075,44208
81078,185032
81083,144992
81096,355021
81103,87500
81124,20501
81129,140002
81169,40110
81170,97201
81178,55000
81190,0
81194,12577
81236,0
81242,31000
81243,13069
81246,60001
81255,18061
81267,16093
81277,39001
81283,25000
81284,17340
81287,125796
81292,70852
81295,55000
81301,17220
81302,22320
81308,24000
81318,30000
81331,30001
81332,17674
81348,41700
81360,20545
81361,59500
81373,4500
81378,86931
81386,38550
81418,36149
81419,4116
81430,6961
81442,13200
81447,26041
81463,0
81464,0
81465,0
81466,0
81470,28000
81480,50041
81483,0
81525,13200
81534,101028
81543,13416
81544,50000
81545,24852
81546,12324
81547,41630
81566,20920
81639,60000
81647,35000
81650,30976
81663,38000
81664,6000
81675,0
81684,0
81687,215001
81691,60010
81698,112151
81709,30001
81732,0
81733,108001
81766,31802
81790,15000
81799,6000
81800,0
81816,22500
81821,35000
81822,34801
81823,129880
81827,11208
81839,42841
81856,60001
81862,20342
81874,6000
81875,13560
81876,110568
81877,24000
81878,24171
81883,41829
81884,80101
81885,38101
81889,70000
81896,75112
81897,29641
81904,33968
81905,27000
81910,31236
81921,85000
81926,11954
81927,10188
81938,15000
81939,90000
81940,161800
82000,12673
82001,90642
82019,26040
82020,108000
82035,17145
82073,12000
82083,60130
82096,30000
82113,7000
82123,18000
82127,16000
82128,30000
82131,740
82141,37356
82142,17136
82143,4441
82159,21600
82160,0
82161,17100
82162,17737
82188,25000
82196,62000
82207,12600
82208,42076
82209,101028
82210,21000
82218,21631
82221,2160
82222,30000
82225,18900
82226,40000
82235,40000
82245,22224
82274,36700
82279,40004
82290,35000
82294,64000
82304,53008
82319,10080
82376,90020
82390,20541
82391,20000
82392,20041
82393,14797
82396,24080
82405,73050
82410,9890
82413,16000
82416,13801
82423,73734
82441,12432
82442,45000
82443,35001
82464,13201
82471,60000
82474,60000
82478,80000
82479,4502
82480,3600
82481,22200
82486,145152
82487,22256
82488,30000
82491,65725
82500,40414
82501,55000
82512,75000
82521,0
82530,57537
82533,7001
82534,11136
82546,20000
82547,55001
82548,50001
82559,60000
82565,39603
82573,19520
82578,44056
82590,158539
82591,42000
82603,88000
82614,47297
82622,0
82629,22405
82638,16001
82643,0
82665,22009
82669,22800
82670,1450
82673,12986
82676,39000
82677,75000
82687,78825
82688,16000
82703,55000
82704,93953
82718,9564
82724,66015
82730,40100
82731,14640
82749,30000
82770,1140
82790,18792
82802,28000
82830,65503
82840,28856
82847,86100
82862,30001
82869,60000
82873,0
82874,3025
82875,16800
82881,12120
82891,45310
82892,10516
82940,33025
82941,48286
82944,61441
82945,136210
82946,250000
82961,22625
82973,122000
82992,53006
83023,13440
83035,90000
83036,24336
83040,12480
83053,66800
83056,15030
83061,68650
83072,64259
83073,79012
83074,0
83093,57613
83102,21636
83103,6000
83106,32650
83107,25200
83108,9601
83115,16164
83116,31540
83122,44802
83123,10010
83131,12558
83132,191838
83138,55000
83186,179207
83196,75
83229,22140
83278,9254
83285,55900
83290,29642
83298,40000
83299,36124
83300,18396
83305,72000
83320,31395
83321,42013
83328,34081
83341,24720
83346,40000
83359,53514
83374,82061
83375,47824
83385,4000
83407,112890
83413,37000
83414,4515
83417,20787
83426,58000
83429,94055
83432,179020
83438,28623
83439,9216
83440,9852
83451,158000
83455,10022
83503,40000
83506,11000
83512,25867
83515,157515
83528,56828
83534,0
83539,30408
83562,93225
83565,106825
83566,71500
83588,60010
83598,30000
83608,39365
83609,5000
83642,122177
83643,76714
83653,58800
83662,24770
83712,43000
83716,74002
83717,50509
83729,21006
83730,14931
83768,3214
83773,42255
83774,13500
83775,2500
83776,18396
83777,28500
83778,22082
83787,40159
83788,94200
83789,0
83790,3915
83791,87000
83792,10092
83798,2500
83799,22488
83810,45000
83814,41160
83830,19356
83831,98000
83844,35580
83850,14206
83857,70329
83876,32000
83893,32043
83902,22704
83907,70500
83911,64000
83912,22702
83913,32400
83950,34000
83966,0
83967,53550
83975,18845
83976,11280
83983,18000
83988,29348
84001,80820
84002,14042
84005,0
84013,59000
84045,26880
84046,26075
84049,28670
84050,2880
84077,105040
84080,15221
84083,17244
84106,47001
84107,19695
84108,30000
84109,20041
84128,40001
84129,12481
84130,10443
84131,92416
84137,33241
84138,21492
84139,0
84144,37491
84145,92485
84146,80600
84164,100000
84172,10441
84173,52633
84176,13341
84184,19681
84191,35490
84199,31993
84202,65000
84212,66001
84239,29001
84240,37700
84248,233021
84258,17340
84259,108838
84264,60000
84272,59454
84273,75021
84274,51010
84275,47020
84276,35001
84280,20400
84283,36149
84284,11881
84289,65010
84317,16600
84321,18060
84322,39000
84326,9881
84331,4700
84334,0
84366,1
84369,0
84393,17100
84400,24255
84408,18000
84412,12252
84413,8521
84414,19561
84422,7680
84425,8448
84428,52000
84429,14965
84450,23042
84451,65000
84454,50000
84455,25
84459,1623
84464,49001
84465,32081
84466,1680
84469,30731
84483,65412
84484,19057
84491,15362
84492,18860
84493,57055
84496,47451
84521,3348
84529,21600
84530,20377
84548,76001
84551,11317
84552,30396
84563,24664
84572,31600
84576,349
84577,35076
84578,28175
84590,17426
84591,10092
84592,12000
84599,40465
84602,8300
84614,50973
84622,9096
84632,1246
84638,769
84639,13921
84645,14641
84673,9600
84674,30000
84675,0
84682,30000
84687,13000
84688,50032
84692,0
84698,32300
84699,15221
84700,13980
84704,0
84711,20041
84717,17340
84740,30372
84741,6000
84742,24842
84749,200402
84750,87000
84758,19249
84769,28368
84780,4802
84848,20041
84853,23641
84856,43365
84857,3120
84858,20227
84859,18020
84860,11201
84866,12838
84871,20000
84872,7500
84881,15910
84882,24358
84883,33140
84884,60010
84885,44000
84886,17040
84887,6444
84896,15000
84897,6504
84900,9280
84901,19210
84907,50001
84908,16102
84909,13040
84912,13164
84921,161160
84924,800
84925,25000
84928,21361
84938,15600
84942,86001
84950,18912
84951,17928
84952,28000
84956,1
84957,3924
84961,67200
84965,72500
84971,34182
84972,154350
84987,38000
84988,17016
85008,28500
85012,19176
85018,0
85032,39028
85033,27769
85034,15600
85049,995
85052,5702
85057,27361
85063,17000
85069,34898
85086,15900
85091,37068
85092,18000
85097,42000
85109,29641
85128,14400
85153,30841
85154,75305
85157,75001
85160,60000
85163,35440
85175,110000
85176,22093
85177,59999
85178,0
85192,38400
85210,14833
85228,34310
85231,17000
85235,1
85236,18857
85248,160100
85266,60100
85277,25000
85282,50305
85289,16030
85302,17160
85318,0
85321,10800
85329,52000
85343,34200
85352,10000
85358,121210
85359,14400
85374,35000
85375,20000
85404,5772
85410,51000
85415,80037
85426,30503
85437,11000
85438,4200
85439,18000
85452,25000
85469,0
85483,80002
85486,1395
85515,16405
85516,25636
85517,35400
85518,83645
85559,65100
85560,7220
85561,15000
85567,8160
85568,13889
85576,41570
85589,14057
85594,115982
85597,23124
85613,49461
85648,26092
85654,23400
85655,13344
85658,60000
85659,142602
85685,32000
85686,51197
85697,9242
85698,27400
85699,15241
85700,9996
85715,13249
85732,25777
85733,24001
85734,0
85743,35000
85750,50000
85783,9061
85784,10225
85793,25512
85799,70160
85800,18000
85809,10760
85818,48001
85823,35000
85826,16441
85844,9900
85845,9241
85846,12300
85855,50530
85858,35284
85871,10166
85885,26220
85922,0
85941,151000
86013,38813
86035,43971
86043,13816
86047,19309
86063,13369
86100,12000
86101,21500
86102,68420
86112,15000
86119,12708
86125,90000
86128,150000
86133,49260
86134,48930
86148,51130
86149,65340
86161,24841
86175,34800
86178,20051
86189,80380
86196,0
86201,25271
86205,27924
86206,80000
86213,12015
86223,24000
86224,40000
86247,30841
86248,21635
86249,13801
86250,18000
86256,56720
86265,32400
86268,20001
86269,56200
86272,85000
86273,0
86291,28320
86292,0
86303,40000
86328,50000
86329,72902
86330,350000
86331,22024
86339,0
86340,41005
86351,45000
86361,44000
86371,189909
86377,84250
86400,45000
86404,16800
86405,28001
86422,16200
86423,17690
86429,52400
86434,50001
86456,20760
86472,98000
86473,29148
86480,40000
86488,19500
86496,100
86497,30002
86507,120000
86512,37890
86526,24000
86537,0
86557,98771
86558,30007
86565,18360
86566,5400
86579,6000
86580,17365
86585,4000
86591,48486
86595,20000
86598,13120
86599,16453
86600,45013
86606,107001
86613,0
86614,46921
86623,75010
86626,24200
86643,42013
86648,15384
86651,243212
86654,18000
86655,46000
86656,150002
86691,31600
86696,125000
86705,88700
86745,18460
86746,42998
86754,65000
86763,43000
86764,2400
86765,3600
86771,20041
86772,36000
86773,19750
86784,15644
86787,0
86795,14340
86796,32410
86808,12841
86823,19002
86826,22980
86838,33300
86845,51756
86846,32352
86847,51756
86850,26441
86861,10000
86868,22405
86886,9007
86887,15000
86915,2500
86935,20041
86942,10129
86945,16596
86946,41041
86947,16632
86948,600
86986,123200
86989,32509
86992,22860
87008,14281
87016,0
87017,15601
87022,58000
87027,32509
87030,12493
87031,45420
87032,30000
87033,16368
87038,44710
87039,25392
87042,6296
87050,18841
87055,43716
87066,9840
87071,10620
87085,3600
87086,93399
87087,39101
87088,50000
87093,123000
87106,24000
87107,26041
87136,86931
87144,52001
87186,56697
87193,40011
87194,64526
87195,14340
87221,19453
87235,195202
87238,740
87243,21253
87258,95666
87263,4800
87274,16443
87275,38400
87292,9241
87303,20051
87318,10000
87319,15000
87327,38287
87353,29040
87354,12558
87365,17280
87368,16116
87372,28648
87386,42782
87398,4800
87399,29200
87416,43000
87432,53521
87447,3924
87465,97286
87470,34400
87474,47771
87475,47824
87478,45473
87479,14532
87480,10080
87481,11028
87482,27612
87485,11424
87486,511412
87493,52075
87494,26405
87495,1932
87500,29236
87505,18311
87510,830
87511,161412
87517,41600
87522,61858
87528,18555
87529,14041
87535,65120
87536,20615
87540,50001
87552,10000
87580,40040
87581,33968
87586,9348
87626,86251
87632,46117
87643,45681
87672,30780
87704,6000
87705,34800
87718,38006
87719,58019
87729,16488
87732,36906
87749,37356
87763,0
87790,16803
87791,40915
87914,88931
87919,55028
87928,37440
87929,25001
87944,16848
87952,52790
87967,25551
87972,90212
87980,59252
88005,50172
88014,27500
88086,33000
88090,15204
88099,25030
88106,6000
88107,27242
88114,20000
88128,17641
88129,108700
88130,36000
88144,30001
88156,61120
88183,60326
88265,17000
88266,64214
88270,6000
88273,103880
88301,24005
88302,88
88303,20114
88304,38126
88305,39400
88310,10141
88363,36002
88366,14400
88373,60036
88376,0
88377,8240
88381,44631
88382,24617
88398,25100
88424,69455
88442,2
88472,30000
88473,43000
88493,29211
88500,26721
88534,28490
88539,0
88545,36030
88593,106487
88613,56490
88614,145391
88621,76610
88647,20474
88667,150001
88668,11989
88669,22416
88681,0
88682,24000
88683,55616
88684,10800
88685,85000
88690,23000
88695,420015
88704,13835
88719,43201
88720,37674
88727,163800
88736,66681
88750,115301
88751,56000
88756,120001
88759,10080
88760,55552
88770,44067
88784,70002
88793,700
88804,22500
88805,42022
88808,17086
88813,596
88820,167077
88840,16032
88841,50016
88842,30990
88848,8600
88851,31237
88862,34150
88863,100011
88883,52200
88886,1623
88887,72000
88888,25000
88889,11700
88897,21600
88900,28201
88913,0
88933,78068
88934,40001
88935,45000
88936,2805
88937,25680
88943,71981
88947,16756
88951,30000
88952,159564
88955,45010
88958,100000
88961,30001
88971,70000
88972,102600
88994,10000
88995,97941
89001,45002
89014,29676
89015,25551
89020,34956
89030,18801
89052,32015
89072,17310
89117,156200
89134,15369
89151,30000
89164,34000
89165,59454
89181,301
89185,17737
89186,204174
89194,55102
89224,50000
89225,109161
89238,0
89239,52800
89249,65001
89254,26400
89255,12120
89263,80003
89270,56400
89277,250002
89281,38000
89282,19680
89283,70000
89295,30062
89300,18012
89303,16698
89304,24144
89305,14341
89313,12013
89314,120500
89315,58841
89318,102216
89321,13968
89322,165003
89327,50007
89331,24720
89340,150002
89343,70506
89352,50001
89353,21000
89359,12000
89369,16805
89385,15601
89386,63000
89387,22000
89414,29388
89417,8760
89420,19752
89479,40000
89515,33600
89516,25846
89519,12204
89566,40600
89583,13440
89589,18841
89596,14497
89597,12096
89605,121423
89606,12601
89607,27041
89619,18250
89624,31236
89625,14400
89626,70126
89641,43000
89642,40210
89650,11580
89661,36000
89689,20553
89690,14430
89699,31145
89710,60015
89711,19049
89712,55566
89722,25200
89723,36000
89724,10560
89729,17689
89738,3000
89753,144000
89754,47261
89755,58800
89758,14588
89782,16441
89785,12600
89786,13177
89798,15221
89799,24396
89816,5235
89817,26501
89824,36690
89825,42002
89826,35112
89827,65001
89828,12900
89838,13200
89839,22502
89840,38500
89841,25002
89862,150000
89863,0
89864,0
89865,17556
89878,4404
89879,0
89893,0
89898,67000
89901,65009
89911,115600
89917,51960
89944,10620
89945,13621
90026,30000
90032,56010
90063,14391
90070,23800
90092,64041
90131,87293
90132,18900
90133,22000
90147,73700
90148,18841
90149,59890
90150,104021
90176,175984
90194,65002
90206,17737
90209,22405
90218,1
90219,15609
90227,16192
90232,21061
90233,14029
90234,13812
90238,12000
90252,20581
90264,27768
90265,60000
90266,25283
90269,5665
90270,0
90278,18157
90279,35001
90284,45000
90308,17737
90317,125796
90324,0
90327,100000
90330,3920
90335,25704
90336,40000
90344,38024
90349,48
90356,27601
90370,54368
90377,40205
90378,249111
90390,50802
90405,16441
90406,69696
90407,36050
90408,12481
90419,45000
90420,25000
90443,15205
90454,28002
90455,76800
90456,250077
90461,4675
90465,24471
90466,25080
90467,60000
90468,27000
90469,102411
90474,56000
90479,41050
90480,10800
90481,14400
90482,14461
90495,31848
90505,50700
90506,36000
90513,41195
90548,122905
90558,12241
90567,15500
90579,100100
90590,20200
90591,60000
90609,183001
90638,4000
90639,83900
90642,23226
90643,18397
90644,21241
90651,12000
90675,118155
90676,15900
